L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label_True
0.8951712,1.9821162,-0.42727754,0.58657837,-0.023807216,0.10929451,-0.05632834,-0.0061390996,0.6486768,0.6788088,0.6877274,-0.15819071,-0.15612145,-0.24669509,-0.205513,-0.20179346,1.0440668,-0.15805818,-0.1299477,1.0440668,1.2036813,-0.088191584,-0.028192293,0.043063506,-0.057143282,-0.033681083,-0.03234758,1.2711719,0.19740957,-0.31255358,-0.19142202,-0.21222101,-0.046102572,0.53235215,0.21820018,-0.07825193,-0.07825167,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.2513191,-0.09161973,-0.22498575,-0.00326545,-0.27867022,-0.26742804,-0.3252073,0
-1.1429086,-0.60485333,-0.42727754,0.6336119,-0.041714765,-0.10406372,-0.20777139,-0.13489442,0.37986338,0.40794912,0.41777116,-0.16245791,-0.16067687,-0.25507894,-0.205513,-0.20179346,-0.9814839,-0.15805818,-0.1299477,-0.9814839,-0.28105634,0.06999319,-0.034380503,0.0064643235,-0.20886506,-0.16217832,0.10053836,-0.25320336,0.15903884,-0.31255358,-0.19142202,-0.21222101,-0.20865703,0.013578669,0.35194927,0.43249294,0.4324933,-0.36440614,-0.033473175,-0.003022668,1.0100987,-0.022554426,-0.25363502,-0.09161973,-0.22498575,-0.00326545,-0.2826708,-0.26742804,-0.3252073,0
0.9274248,-0.5999607,1.2917829,-0.58926046,-0.054892555,-0.39272484,-0.21900657,-0.3494866,-1.770644,-1.7589282,-1.7418789,0.004531479,-0.044798616,0.013727832,-0.205513,-0.20179346,-0.92296076,0.4745037,1.7855587,-0.92296076,-0.6537626,-0.52711844,-0.04515996,-0.21313077,-0.21675391,-0.29067555,-0.49729726,-0.60999924,-0.6467464,0.4457564,-0.19142202,-0.21222101,-0.20865703,-1.0239682,-1.119291,-1.1652218,-1.1652217,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,0.22691664,0.42293695,0.7482275,-0.00326545,0.41209257,2.5139623,1.625955,0
1.0419823,2.1491735,-0.42727754,0.58657837,-0.022325605,0.13439548,-0.020393794,0.028195651,0.6486768,0.6788088,0.6877274,-0.14681154,-0.14473292,-0.2257355,-0.205513,-0.20179346,1.0440668,-0.15805818,-0.1299477,1.0440668,0.21601471,-0.35421696,-0.028192293,0.043063506,-0.021133406,0.0030324145,-0.3096989,0.29224768,0.22299005,-0.31255358,-0.19142202,-0.21222101,-0.009979359,0.7052766,0.21820018,-0.07825193,-0.07825167,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.24784525,-0.08789106,-0.22002037,-0.00326545,-0.27600318,-0.25144303,-0.31727573,0
-1.2762545,-0.23192354,-0.42727754,0.6336119,-0.041045193,-0.24211904,-0.21042557,-0.22931498,0.6486768,0.6788088,0.6877274,-0.16018207,-0.15839916,-0.250887,-0.205513,-0.20179346,-0.61896557,-0.15805818,-0.1299477,-0.61896557,-0.4887238,-0.1865819,-0.029133357,-0.066734046,-0.21022075,-0.23560531,-0.14198312,-0.4453631,-0.3142001,-0.31255358,0.34033978,-0.21222101,-0.20865703,-0.41873255,-0.18304716,-0.5104207,-0.5104205,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.2490032,-0.08789106,-0.22002037,-0.00326545,-0.27333614,-0.26742804,-0.31727573,0
0.7701757,-0.3238513,-0.42727754,-1.1066296,-0.04782641,-0.29232097,-0.20645718,-0.2808171,0.6486768,0.6788088,0.6877274,-0.16416478,-0.16238514,-0.25822288,-0.205513,-0.20179346,0.19223008,-0.15805818,-0.1299477,0.19223008,0.3721148,0.53971744,-0.032954648,-0.066734046,-0.20422988,-0.23560531,0.44241172,0.25425252,-0.44210255,0.06660141,-0.19142202,0.074640214,-0.20865703,-0.41873255,-0.18304716,1.0872941,1.0872946,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.25363502,-0.09161973,-0.22498575,-0.00326545,-0.2826708,-0.26742804,-0.3252073,0
-1.3627859,-0.60164595,-0.42727754,-0.77739465,-0.03899373,-0.26722002,-0.15551232,-0.22931498,0.6486768,0.6788088,0.6877274,0.12998688,0.13229296,0.28410655,-0.205513,-0.20179346,1.2846619,-0.15805818,-0.1299477,1.2846619,-0.63690966,-0.5244179,-0.027080128,-0.10333323,-0.154521,-0.21724857,-0.4943209,-0.59226424,-0.44210255,-0.31255358,0.60622066,-0.21222101,-0.15447222,-0.3322703,-0.31679627,0.43249294,0.4324933,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,0.9020049,0.20294532,1.0908382,-0.00326545,1.0495145,0.691672,1.5307763,0
-0.17566746,-0.604799,-0.42727754,3.2204573,0.30650657,3.673632,0.09837445,2.654804,0.6486768,0.6788088,0.6877274,0.46112087,0.46369904,0.8940307,-0.205513,-0.20179346,0.30927634,-0.15805818,-0.1299477,0.30927634,-0.6137938,-0.48353928,0.1971212,2.6416056,0.052900523,1.5817128,-0.44928834,-0.5679176,7.180882,3.8581514,1.1379825,4.6644197,-0.20865703,2.8668327,4.8994193,-0.5366127,-0.5366125,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.07646779,-0.0692477,-0.14553976,-0.00326545,-0.0786424,-0.17151803,-0.19830243,0
0.9875479,-0.60485333,-0.42727754,0.6336119,-0.041714765,-0.10406372,-0.20777139,-0.13489442,0.37986338,0.40794912,0.41777116,-0.16131999,-0.15953802,-0.25298297,-0.205513,-0.20179346,-0.9814839,-0.15805818,-0.1299477,-0.9814839,-0.3878152,-0.10170428,-0.034380503,0.0064643235,-0.20886506,-0.16217832,-0.06000819,-0.34861517,0.15903884,-0.31255358,-0.19142202,-0.21222101,-0.20865703,0.013578669,0.35194927,0.43249294,0.4324933,-0.36440614,-0.033473175,-0.003022668,1.0100987,-0.022554426,-0.2513191,-0.09161973,-0.22498575,-0.00326545,-0.28133726,-0.26742804,-0.3252073,0
-0.7071726,-0.60164595,-0.42727754,-0.77739465,-0.040475342,-0.29232097,-0.15551232,-0.22931498,0.6486768,0.6788088,0.6877274,0.12088354,0.122897424,0.2668149,-0.205513,-0.20179346,1.2846619,-0.15805818,-0.1299477,1.2846619,-0.63634336,-0.5246263,-0.027080128,-0.10333323,-0.154521,-0.21724857,-0.49455044,-0.5916689,-0.46768302,-0.31255358,0.60622066,-0.21222101,-0.15447222,-0.3322703,-0.31679627,0.43249294,0.4324933,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,0.9020049,0.24768938,1.2000765,-0.00326545,1.0495145,0.65970206,1.5387079,0
1.0992349,-0.60485333,-0.42727754,0.6336119,-0.041714765,-0.10406372,-0.20777139,-0.13489442,0.37986338,0.40794912,0.41777116,-0.16217344,-0.16067687,-0.25455493,-0.205513,-0.20179346,-0.9814839,-0.15805818,-0.1299477,-0.9814839,-0.31502506,0.015362176,-0.034380503,0.0064643235,-0.20886506,-0.16217832,0.050367564,-0.28301957,0.15903884,-0.31255358,-0.19142202,-0.21222101,-0.20865703,0.013578669,0.35194927,0.43249294,0.4324933,-0.36440614,-0.033473175,-0.003022668,1.0100987,-0.022554426,-0.25247708,-0.09161973,-0.22498575,-0.00326545,-0.28000376,-0.26742804,-0.3252073,0
-0.45451975,-0.5999607,-0.42727754,-0.58926046,-0.055120498,-0.31742194,-0.21885195,-0.31515184,-0.068158984,-0.043483652,-0.032155942,0.4892843,0.47053218,0.91499025,4.831736,4.838664,-0.9912377,-0.47433913,-1.0877008,-0.9912377,-0.654447,-0.5299823,-0.04093943,-0.13993241,-0.21675391,-0.29067555,-0.5004466,-0.6107185,-0.46768302,-0.31255358,-0.19142202,-0.21222101,-0.20865703,-0.045714844,0.3939768,0.7729895,0.7729899,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,0.9355856,0.82936215,1.7611637,-0.00326545,1.5509176,4.8477726,3.6088433,2
0.8409456,1.4807267,-0.42727754,0.6336119,-0.056944016,-0.34252292,-0.16417064,-0.2808171,0.6486768,-0.043483652,0.6877274,-0.10214829,-0.10003296,-0.1439931,-0.205513,-0.20179346,1.2846619,-0.15805818,-0.1299477,1.2846619,-0.5824751,-0.5232605,-0.043563005,-0.1765316,-0.16185468,-0.23560531,-0.49307668,-0.535251,-0.518844,-0.31255358,-0.19142202,-0.21222101,-0.15447222,-0.41873255,-0.5842945,-0.43184453,-0.43184432,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.053308673,0.02396909,0.07293667,-0.00326545,-0.05197202,0.052271996,0.07137039,0
1.3233919,-0.60485333,-0.42727754,0.6336119,-0.04516236,-0.15426566,-0.2097298,-0.16922916,0.37986338,0.40794912,0.41777116,0.010221066,0.009012168,0.06298287,-0.205513,-0.20179346,-0.9814839,-0.15805818,-0.1299477,-0.9814839,-0.6495518,-0.5227869,-0.03634818,-0.03013486,-0.21007873,-0.18053508,-0.4925311,-0.60557103,0.056716908,-0.31255358,-0.19142202,-0.21222101,-0.20865703,-0.072883576,0.21820018,-0.4711326,-0.4711324,-0.36440614,-0.033473175,-0.003022668,2.2282364,-0.022554426,0.09259376,-0.013317627,0.053075172,-0.00326545,-0.037303314,0.084242,0.015849516,0
-0.14179602,-0.60164595,-0.42727754,-0.77739465,-0.03899373,-0.26722002,-0.15551232,-0.22931498,0.6486768,0.6788088,0.6877274,0.20480496,0.20717251,0.41981992,-0.205513,-0.20179346,1.2846619,-0.15805818,-0.1299477,1.2846619,-0.64050853,-0.52573794,-0.027080128,-0.10333323,-0.154521,-0.21724857,-0.49577305,-0.59604824,-0.44210255,-0.31255358,0.60622066,-0.21222101,-0.15447222,-0.3322703,-0.31679627,0.43249294,0.4324933,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,0.9020049,0.27751875,1.0809075,-0.00326545,1.0535151,0.94743204,1.5387079,0
0.16487364,1.4687669,-0.42727754,0.58657837,-0.023579277,0.10929451,-0.050324216,0.011028276,0.6486768,0.6788088,0.6877274,-0.15619937,-0.15412846,-0.24302717,-0.205513,-0.20179346,1.0440668,-0.15805818,-0.1299477,1.0440668,0.85008925,-0.183032,-0.027964158,0.043063506,-0.051126573,-0.015324335,-0.12971613,0.92598724,0.19740957,-0.31255358,-0.19142202,0.36150143,-0.06416418,0.61881435,0.21820018,0.026516255,0.026516527,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.2490032,-0.09161973,-0.22002037,-0.00326545,-0.27733672,-0.26742804,-0.31727573,0
-0.12760028,2.6970434,-0.42727754,-1.1066296,0.064206176,-0.26722002,-0.21895503,-0.33231923,0.6486768,0.6788088,-0.032155942,-0.10101037,-0.09889411,-0.14189714,-0.205513,-0.20179346,1.2846619,-0.15805818,-0.1299477,1.2846619,-0.6521391,-0.37194034,0.077691644,-0.066734046,-0.21675391,-0.29067555,-0.32705146,-0.6082994,-0.518844,-0.31255358,-0.19142202,-0.21222101,-0.15447222,-0.6781193,-0.18304716,1.611135,1.6111355,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.053308673,-0.028232314,0.008386811,-0.00326545,-0.0506385,0.45189703,0.2062068,0
-0.78566664,-0.6046359,-0.42727754,-0.9655289,0.4675178,0.20969838,-0.19924192,-0.023306474,0.6486768,0.6788088,0.6877274,-0.15904416,-0.1569756,-0.24826705,-0.205513,-0.20179346,1.2846619,-0.15805818,-0.1299477,1.2846619,-0.3754947,6.2820115,0.47393656,0.4456545,-0.2043848,-0.16217832,6.6801176,-0.32968327,0.14624861,0.06660141,0.07445889,-0.21222101,0.008082247,-0.072883576,1.6894404,-0.8116292,-0.81162906,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.25247708,-0.09161973,-0.22498575,-0.00326545,-0.28000376,-0.26742804,-0.3252073,0
-1.2413393,1.6090233,-0.42727754,-1.1066296,-0.055975273,-0.31742194,-0.21885195,-0.31515184,-0.068158984,-0.043483652,-0.032155942,0.36439788,0.3395641,0.6676671,4.831736,4.838664,-1.040007,-0.47433913,-1.0877008,-1.040007,-0.65438443,-0.5298844,-0.041794945,-0.13993241,-0.21675391,-0.29067555,-0.5003391,-0.6106527,-0.46768302,-0.31255358,-0.19142202,-0.21222101,-0.20865703,-0.045714844,0.3939768,0.38010886,0.3801092,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,0.6611501,0.6391999,1.2298687,-0.00326545,1.4429027,3.7607923,3.1408818,3
0.35500258,1.5567805,-0.42727754,0.58657837,-0.020616055,0.15949644,-0.024426607,0.045363028,0.6486768,0.6788088,0.6877274,-0.16046655,-0.15839916,-0.250887,-0.205513,-0.20179346,1.0440668,-0.15805818,-0.1299477,1.0440668,2.6076155,0.17320041,-0.027964158,0.043063506,-0.025174672,0.021389164,0.23136945,2.6343286,0.24857055,-0.31255358,0.34033978,-0.21222101,-0.028040966,0.79173887,0.21820018,0.026516255,0.026516527,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.25247708,-0.09161973,-0.22498575,-0.00326545,-0.28133726,-0.26742804,-0.3252073,0
0.6543134,-0.60485333,-0.42727754,0.6336119,-0.037098978,-0.028760815,-0.20483375,-0.083392285,0.37986338,0.40794912,0.41777116,-0.013106242,-0.016896728,0.02001571,-0.205513,-0.20179346,-0.9814839,-0.15805818,-0.1299477,-0.9814839,-0.64617914,-0.5172778,-0.03272651,0.043063506,-0.2065152,-0.12546483,-0.48647356,-0.6020265,0.31252176,-0.31255358,-0.19142202,-0.21222101,-0.20865703,0.18650316,0.4856984,1.1920623,1.1920627,-0.36440614,-0.033473175,-0.003022668,2.2282364,-0.022554426,-0.027833644,-0.043147,-0.05119767,-0.00326545,0.08404691,-0.05962301,0.03171262,0
-1.4345996,1.1193762,-0.42727754,0.58657837,0.006280885,0.6113139,0.29671666,0.35437578,0.6486768,0.6788088,0.6877274,-0.120354965,-0.1182546,-0.17700446,-0.205513,-0.20179346,1.0440668,-0.15805818,-0.1299477,1.0440668,0.26969665,-0.40708825,-0.027736021,0.043063506,0.2966418,0.35181063,-0.36587235,0.35656357,0.70901924,-0.31255358,-0.19142202,0.64836264,0.27900633,2.3480592,0.21820018,0.13128443,0.13128473,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.24089752,-0.08789106,-0.215055,-0.00326545,-0.2680021,-0.25144303,-0.3093442,0
1.0640588,-0.6031137,1.2917829,-0.8714618,-0.060904477,-0.41782582,-0.21986982,-0.36665398,-1.770644,-1.7589282,-1.7418789,-0.16501823,-0.16323929,-0.25979483,-0.205513,-0.22439642,-1.0091197,0.39543346,1.5461204,-1.0091197,-0.3312164,0.056710497,-0.04515996,-0.21313077,-0.21675391,-0.29067555,-0.17770234,-0.4406277,-0.6467464,-0.31255358,-0.19142202,-0.21222101,-0.20865703,-1.0239682,-1.119291,-1.1652218,-1.1652217,1.6030085,-0.026811196,-0.0030158334,-0.45400903,-0.022554426,-0.254793,-0.09161973,-0.22498575,-0.00326545,-0.2840043,-0.26742804,-0.3252073,0
-0.62570363,-0.60485333,-0.42727754,0.6336119,-0.029035594,0.09674402,-0.20019537,0.002444588,0.37986338,0.40794912,0.41777116,0.07991851,0.079336315,0.19136037,-0.205513,-0.20179346,-0.9814839,-0.15805818,-0.1299477,-0.9814839,-0.64789826,-0.5198207,-0.02910484,0.11626187,-0.20297746,-0.07039458,-0.48926196,-0.6038288,0.5683266,-0.31255358,-0.19142202,-0.21222101,-0.20865703,0.4458899,0.7531966,-0.49732465,-0.49732447,-0.36440614,-0.033473175,-0.003022668,2.1345334,-0.022554426,-0.02667569,-0.028232314,-0.016440056,-0.00326545,0.08404691,0.0043169935,0.11102816,0
0.8684498,-0.60164595,-0.42727754,-0.77739465,-0.040475342,-0.29232097,-0.15551232,-0.22931498,0.6486768,0.6788088,0.6877274,0.1544521,0.15649357,0.3286457,-0.205513,-0.20179346,1.2846619,-0.15805818,-0.1299477,1.2846619,-0.6382718,-0.52528995,-0.027080128,-0.10333323,-0.154521,-0.21724857,-0.49528068,-0.59369636,-0.46768302,-0.31255358,0.60622066,-0.21222101,-0.15447222,-0.3322703,-0.31679627,0.43249294,0.4324933,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,1.002747,0.2849761,1.3192455,-0.00326545,1.1655307,0.771597,1.6973389,0
1.7027103,-0.60164595,-0.42727754,-0.77739465,-0.040475342,-0.29232097,-0.15551232,-0.22931498,0.6486768,0.6788088,0.6877274,0.12059906,0.122897424,0.2668149,-0.205513,-0.20179346,1.2846619,-0.15805818,-0.1299477,1.2846619,-0.63632506,-0.52462,-0.027080128,-0.10333323,-0.154521,-0.21724857,-0.4945438,-0.5916498,-0.46768302,-0.31255358,0.60622066,-0.21222101,-0.15447222,-0.3322703,-0.31679627,0.43249294,0.4324933,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,0.9020049,0.24768938,1.2000765,-0.00326545,1.0495145,0.65970206,1.5387079,0
0.83901453,1.9207948,-0.42727754,0.58657837,-0.02825205,0.033991605,-0.08685145,-0.04047385,0.6486768,0.6788088,0.6877274,-0.16217344,-0.16010743,-0.25403094,-0.205513,-0.20179346,1.0830822,-0.15805818,-0.1299477,1.0830822,2.7861087,0.36115125,-0.028192293,0.043063506,-0.08773037,-0.07039458,0.39968073,2.7112188,0.12066812,-0.31255358,-0.19142202,-0.21222101,-0.082225785,0.35942763,0.21820018,-0.07825193,-0.07825167,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,-0.25363502,-0.09161973,-0.22498575,-0.00326545,-0.28133726,-0.26742804,-0.3252073,0
0.74272364,-0.5999607,1.2917829,-0.58926046,-0.054892555,-0.39272484,-0.21895503,-0.3494866,-1.770644,-1.7589282,-1.7418789,-0.011114886,-0.0379655,-0.049674932,-0.205513,-0.20179346,-0.92296076,0.57993066,2.1048098,-0.92296076,-0.6536394,-0.5267298,-0.04515996,-0.21313077,-0.21675391,-0.29067555,-0.49687034,-0.6098698,-0.6467464,0.4457564,-0.19142202,-0.21222101,-0.20865703,-1.0239682,-1.119291,-1.1652218,-1.1652217,-0.36440614,-0.033473175,-0.003022668,-0.45400903,-0.022554426,0.25470757,0.45276633,0.80284655,-0.00326545,0.25073677,1.8585771,1.1738564,0
